RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
328,76385640,CQZIQ,802,Spain,Male,82,4,205388.93,2,1,1,179381.89,0
329,76880548,OOEQF,699,Germany,Male,76,1,159568.9,2,0,1,160578.73,1
330,88384476,IVMYZ,739,Germany,Female,53,7,34195.84,3,1,0,24664.44,0
331,52058334,EXDKT,789,Germany,Female,36,9,36227.21,2,1,1,142912.83,1
332,59742523,UBAKO,471,France,Male,59,6,25804.9,1,1,0,112362.42,1
333,49769056,HXNUL,843,Spain,Male,86,9,154074.17,2,1,1,29692.35,0
334,65174259,WPIAZ,457,France,Male,36,8,28890.7,2,0,0,117342.57,1
335,66688830,JDTKG,353,Germany,Male,56,3,210656.8,1,1,0,46576.13,1
336,53369428,EGCYB,442,Spain,Female,86,8,248241.25,1,0,1,144547.53,1
337,24650271,HZNNY,756,Germany,Male,69,3,91587.05,1,0,0,62907.65,0
338,41725526,KHIWG,355,Germany,Female,29,2,113417.46,3,1,0,38565.35,1
339,89348896,KMBEX,637,France,Female,64,2,177916.79,2,0,1,25574.85,0
340,28992383,WCQYS,455,Germany,Female,53,9,234288.25,2,1,0,103251.9,1
341,80995266,YCPJW,495,Spain,Male,80,1,223523.44,1,0,1,47930.61,0
342,66877183,QIFOE,620,Germany,Male,68,9,14397.96,3,1,1,172474.29,1
343,94574185,ZWRNZ,773,Germany,Female,60,2,42267.95,1,0,1,10570.21,0
344,11989173,AQXJP,727,France,Female,51,7,188649.3,2,0,0,170291.37,0
345,46635193,EVORW,445,Spain,Female,66,7,172223.28,3,1,1,109007.56,1
346,42474983,WBGPU,806,France,Female,35,1,33304.65,3,1,0,185207.65,0
347,43999533,XRWYW,578,Germany,Male,78,1,125516.15,2,0,1,48876.14,0
348,24716695,JICDQ,551,France,Female,74,1,195203.66,3,0,1,29432.02,0
349,73967150,AJIIR,561,France,Male,22,9,54695.17,3,0,1,128742.06,1
350,73981206,QZVQZ,355,France,Male,41,6,217821.91,1,0,0,144278.21,1
351,74785345,EBJXE,461,France,Male,81,5,13242.94,3,0,1,80791.16,0
352,27882750,CRUPK,725,Germany,Male,76,0,195548.77,1,0,0,12599.23,1
353,88725274,UAUGH,728,Germany,Female,55,1,153954.72,3,1,0,87322.87,0
354,70303849,ROOQO,796,Spain,Male,50,0,78799.84,1,1,0,54419.52,0
355,20192257,JPXTO,672,France,Female,27,6,180233.14,1,1,0,76019.23,0
356,53167705,BNQFR,455,France,Male,54,5,195591.45,3,0,0,106283.35,0
357,31130343,BJVSH,488,Spain,Female,28,1,233474.74,1,0,1,143444.95,0
358,50869792,LANTS,648,France,Female,41,1,91943.67,2,1,0,193012.8,0
359,59913224,WGMJG,750,Spain,Female,88,1,171504.18,2,1,1,37359.97,0
360,74356138,CEDQL,445,Germany,Female,38,7,150654.07,3,1,1,139180.89,0
361,77607727,KVGEY,737,Spain,Female,37,6,131301.52,3,1,0,54310.18,0
362,63007836,CUTGP,796,France,Male,27,0,222604.12,3,1,1,51933.89,1
363,75541801,BWRKI,801,Spain,Female,64,3,791.83,2,1,1,130375.28,1
364,68114585,FBJTO,686,Germany,Male,64,3,70527.9,3,1,0,157439.91,0
365,36658609,BSXMO,646,France,Female,32,6,134569.31,3,1,0,195779.54,0
366,86294551,IDXUW,816,Germany,Male,61,1,44573.32,1,0,1,156077.85,1
367,40024204,JYTIW,738,Germany,Male,79,3,226966.63,3,1,0,39889.84,0
368,92008891,EIPNP,765,Spain,Male,23,0,161898.78,2,1,0,52826.5,0
369,58715257,AJMPY,563,Germany,Female,83,3,119470.75,2,1,1,154664.04,0
370,32268806,UMJDG,803,France,Male,21,0,203675.44,3,0,0,110127.7,1
371,16512440,IRWVB,640,Germany,Female,40,1,112721.55,2,1,0,66127.52,1
372,22431395,MEOYO,371,Germany,Female,30,1,139663.25,1,0,0,99638.82,1
373,83208492,DZXFK,542,Spain,Male,48,9,687.75,1,0,0,183828.72,0
374,39093907,SWFAC,817,Germany,Male,33,2,91425.13,3,0,0,153563.88,0
375,46253447,PTNGH,499,Spain,Female,58,7,34697.62,3,0,0,95632.57,1
376,72134783,JTNBK,717,Spain,Female,18,5,172422.17,1,0,1,196305.25,0
377,72460303,NJQCT,596,France,Female,29,5,119756.74,1,1,0,161026.18,0
378,93831437,DJFEN,616,France,Female,73,8,75439.39,3,1,1,11115.47,0
379,74447435,TZYMD,810,France,Female,67,7,116958.08,2,0,1,31349.78,0
380,59895282,KUQPC,600,France,Female,37,1,52407.47,3,0,1,115254.07,1
381,12503771,VXDZJ,839,Spain,Male,83,5,231271.66,3,0,1,76491.29,0
382,80286689,HANWL,352,Germany,Female,53,0,13493.16,3,0,0,164386.17,0
383,10996161,ZPTWS,742,France,Female,55,8,216354.26,3,0,1,180180.53,0
384,14183839,NAPWK,665,France,Male,39,3,127839.7,3,1,0,55723.66,0
385,77775190,CRSLH,425,France,Male,78,3,154736.62,3,0,1,155024.31,0
386,77758014,CIDGJ,436,Germany,Male,67,8,75651.41,3,0,1,111725.5,1
387,30153173,CBMSQ,619,France,Female,76,2,241674.4,2,0,0,84473.74,0
388,77227698,WHERE,574,Germany,Male,37,4,70462.74,3,1,0,159488.21,0
389,58939582,CEYCN,367,Spain,Male,53,0,147219.5,1,1,1,117335.52,0
390,66224957,KBHYJ,462,Spain,Female,32,5,248354.18,3,1,0,130703.97,0
391,32725756,VFKYP,600,Spain,Female,79,2,220273.6,2,0,1,21828.27,0
392,81531065,CBNGK,582,Germany,Female,20,0,134082.46,1,0,0,121317.14,0
393,11079600,GUEUL,678,France,Female,22,9,247593.63,3,1,0,67135.14,0
394,36191539,UQACR,628,France,Male,73,5,175342.47,3,1,1,103725.9,0
395,42576169,OPYAC,551,France,Female,48,9,52175.1,1,1,0,52182.1,0
396,53381573,AZBCS,432,France,Male,52,1,101399.05,3,0,1,126750.37,0
397,80612021,ACYLX,474,France,Female,88,7,83623.33,2,0,0,38019.08,0
398,35050090,JTIMB,524,Germany,Male,87,1,86003.43,3,1,1,33351.74,0
399,18849851,NHZXZ,418,Spain,Female,43,3,190114.11,2,1,1,45798.17,1
400,70779108,WSSGH,396,France,Female,18,2,146065.73,3,0,1,165318.26,0
401,76009351,HHPOX,721,Spain,Female,24,8,9523.18,1,1,0,16371.45,0
402,95871668,XFDYT,605,Germany,Male,53,1,219362.12,2,0,1,148619.67,0
403,94890726,EIYDT,564,Germany,Male,42,2,74199.04,3,1,1,20736.44,1
404,97753580,GNYMH,379,France,Male,76,6,249268.72,3,0,0,122452.88,0
405,39549535,JUXVT,630,Germany,Female,78,3,238547.68,1,0,1,156976.11,0
406,10449395,KKJSK,761,Spain,Male,46,5,235132.68,1,1,1,53903.86,0
407,31921117,VHKQW,831,France,Female,35,2,202781.9,2,0,1,47229.92,0
408,50308782,YKXBT,586,France,Female,58,0,55153.33,2,0,0,64943.84,0
409,61592034,DMPJB,597,Spain,Female,36,5,133158.19,2,1,0,142926.52,0
410,63386038,HOBBU,717,France,Male,21,3,56075.66,3,0,1,58417.05,0
411,67351079,AGTEA,844,France,Female,82,1,64918.86,3,1,0,105336.3,0
412,41530803,XNKSI,374,Spain,Male,58,6,152737.94,2,0,1,35548.56,0
413,43266319,GCWCX,423,France,Female,32,9,10208.39,3,1,0,97627.16,0
414,40503180,UHHRC,555,France,Female,71,4,242364.64,1,0,1,128698.41,0
415,13379569,YBACR,839,Spain,Female,81,5,229668.29,3,0,1,23645.6,0
416,80009467,TXDJD,843,Germany,Male,89,5,95191.89,2,1,1,164930.43,0
417,54910237,HJCTD,663,Spain,Male,32,8,128855.61,3,1,0,188112.82,0
418,52165906,YYRFO,443,France,Female,67,1,116529.85,1,0,1,46774.07,1
419,69855504,SCSPW,724,Spain,Male,39,5,220549.94,2,1,1,154292.22,1
420,99473854,RZWHE,476,France,Male,35,8,172150.47,2,1,0,69558.67,0
421,16319707,RQSHP,774,France,Female,19,3,69527.81,2,0,0,138577.68,0
422,78532150,HCDMR,374,Spain,Female,53,5,111710.31,2,1,1,68268.71,0
423,13695961,HTKBO,683,France,Male,37,6,107241.49,3,0,0,173845.2,0
424,88911293,CWNZX,704,Germany,Female,33,0,239833.79,1,1,1,75950.54,1
425,46396424,CQJLB,465,France,Female,84,4,43827.73,3,0,0,171277.83,0
426,14294539,EEMUX,397,Spain,Male,47,3,22394.08,3,1,0,155567.09,0
427,21609076,FMVSX,575,Germany,Male,72,9,220154.71,2,0,1,47301.54,0
428,83204793,MOYRQ,615,Germany,Female,83,1,224171.5,1,0,1,39821.09,0
429,48498937,EDKFH,448,France,Male,43,1,217934.77,3,1,1,158134.62,0
430,10803328,QAZUT,808,Spain,Male,74,1,127744.23,1,1,0,84157.62,0
431,30840174,FNQDX,360,France,Female,86,6,164936.11,1,0,1,190384.7,0
432,11043233,NTYMY,434,France,Female,19,3,140840.76,1,1,0,189160.17,1
433,87209213,ODPRT,754,Spain,Female,73,5,17361.96,1,0,1,141761.32,0
434,10529525,UHXRR,563,Spain,Female,79,6,148958.72,3,0,1,105110.26,0
435,26953831,UUIZH,522,France,Male,51,8,3403.54,1,1,1,47043.79,0
436,66996736,TMILN,740,Germany,Male,73,1,81246.85,3,1,0,177654.62,0
437,84583311,JGGOE,558,France,Female,72,9,233073.14,1,1,1,25579.61,0
438,81709884,JXYXG,797,Germany,Female,37,8,76011.32,1,0,0,80366.74,0
439,92235366,TGWQL,731,France,Female,67,4,234956.66,3,1,1,70651.71,1
440,13699391,EWPOS,413,Spain,Female,42,5,62533.49,2,1,1,192101.48,1
441,87183765,WUTPY,607,Germany,Male,42,5,78640.56,3,1,0,32442.03,0
442,58487260,LPSIX,681,Spain,Male,70,2,157101.87,1,0,0,179128.5,0
443,67338102,YZCRM,470,Spain,Female,31,9,190406.74,3,1,0,96722.58,1
444,80721474,BITJI,647,Spain,Female,77,6,125346.94,1,1,1,19024.79,1
445,25192217,ZNTQQ,815,Spain,Male,60,6,220528.92,3,0,1,148484.61,0
446,62496015,UCMCZ,403,Spain,Male,79,7,10060.11,3,1,0,29167.06,1
447,20292658,HVXIE,680,France,Male,86,4,230548.71,3,0,1,55030.77,1
448,43698788,HXQAZ,621,Germany,Male,80,1,49076.95,2,1,0,161948.48,0
449,71819576,KAZIC,590,France,Female,19,2,221059.69,3,0,0,39399.08,0
450,73362116,AICGY,592,France,Male,71,8,100215.79,3,0,1,71839.31,0
451,11748014,KBXJA,367,France,Male,33,5,208189.26,2,0,0,78589.68,0
452,50711152,VGVZQ,832,Spain,Male,72,7,167916.39,2,1,1,121872.49,0
453,60296557,UQUXN,536,France,Female,60,7,43985.41,1,1,0,160087.33,0
454,56216125,HNXOR,695,Germany,Female,78,4,229511.89,1,0,1,53854.14,0
455,79397491,JCOQJ,493,France,Male,55,0,61379.35,3,1,0,49098.75,0
456,91949124,MBSAR,611,Spain,Male,62,5,61035.03,1,1,1,52161.49,1
457,33295179,RSVSG,790,Germany,Female,68,6,203544.72,3,1,0,82506.26,0
458,83706383,BYCJC,713,Germany,Female,59,8,26468.31,2,0,1,111669.6,0
459,27541337,TLNPB,840,Germany,Male,41,1,55508.98,2,1,1,12554.54,1
460,67399769,RUPXS,780,Germany,Female,47,1,125919.39,3,0,1,158256.54,0
461,30279846,VHGAZ,588,France,Male,54,9,207619.26,1,0,0,186076.08,1
462,20970723,PTQJS,653,Spain,Female,70,0,36870.99,1,1,1,170268.72,0
463,82807712,OBAHH,647,Germany,Male,80,4,136917.06,1,1,0,17065.06,0
464,82193785,UXDIQ,425,Germany,Male,28,1,177810.15,3,0,0,109655.89,0
465,60018037,VAFCE,537,Spain,Female,40,2,215148.81,1,1,0,164665.15,0
466,53351876,XFCFT,682,France,Male,67,1,233891.39,2,1,1,75381.75,0
467,60166883,MMEWZ,737,Germany,Female,72,3,196159.98,2,0,0,180437.1,0
468,70361505,CIWCT,836,France,Female,72,2,163207.1,2,1,0,178507.14,0
469,56787763,QAECL,595,France,Female,21,8,108405.02,2,0,1,36923.86,0
470,75732489,KEHVX,479,France,Male,71,9,28027.54,2,0,1,103789.85,0
471,13693305,PJCHI,823,France,Male,78,1,177434.3,2,1,1,14876.82,1
472,23470137,LKBKK,664,Germany,Male,22,6,248184.33,2,0,1,63553.33,0
473,14466271,XGTEV,760,Germany,Female,35,2,184190.15,2,1,0,164255.84,0
474,64717184,XDIAQ,632,France,Male,61,9,4177.77,2,1,0,195276.72,1
475,44907127,UCSFP,428,France,Male,48,7,124064.99,3,1,0,183531.42,0
476,20495300,OOVIA,421,Spain,Male,38,3,153661.66,3,0,0,18090.27,1
477,38709379,IRJNW,612,Spain,Male,64,3,172418.55,2,0,0,186078.8,0
478,44654999,AFKZP,540,Spain,Female,47,8,179931.46,2,0,1,166303.15,0
479,37451727,HYYJP,716,Germany,Male,72,2,139527.11,2,1,0,174863.48,1
480,84815222,NEOQB,724,Spain,Female,85,6,55840.08,1,1,1,183817.09,1
481,38997889,KZCNW,779,Germany,Female,86,0,235550.17,3,0,1,102754.18,0
482,58978079,JNNFU,412,Germany,Female,58,6,174166.62,2,1,0,50131.48,0
483,21726298,LHTET,837,Germany,Female,62,9,59210.01,3,1,0,13994.58,1
484,94607827,SFXXU,729,Germany,Male,91,1,80580.46,2,0,0,14474.17,1
485,65723671,PGGAY,361,Spain,Male,47,5,230481.92,1,0,1,132077.17,0
486,99843595,EJINI,490,France,Male,62,8,221871.3,2,0,1,74083.22,0
487,66564401,LJXMC,603,France,Female,62,5,101286.61,3,1,1,104220.36,0
488,56673570,UUZKP,392,France,Male,62,2,9576.81,3,1,0,34953.68,0
489,88547323,NZDQP,366,Spain,Female,72,0,12124.34,3,1,1,195347.54,1
490,25033888,TKEYR,412,France,Male,76,3,70979.57,3,0,1,34689.17,0
491,99132960,GNPZL,602,Spain,Male,22,3,157280.55,2,0,1,94513.21,0
492,71704882,WYTSU,814,Spain,Male,49,7,146048.66,1,0,1,94237.17,0
493,44958762,YXLPH,725,Spain,Female,23,9,158456.95,1,0,0,11641.33,0
494,27028708,MKAHM,641,France,Male,43,9,179320.74,2,1,1,136881.62,0
495,14035851,HNHFE,818,France,Female,54,6,4758.06,2,0,0,112260.01,0
496,57685442,FJGVD,357,France,Female,30,9,26271.4,3,1,0,104524.28,1
497,44045504,ZXPLW,674,Germany,Female,86,6,89870.86,2,0,0,165436.12,0
498,92396202,QUWWT,439,Spain,Male,42,6,38715.0,1,1,0,55816.07,0
499,45610155,HEFSK,557,Germany,Male,30,1,18830.01,2,0,1,173608.39,0
500,39469068,JVFCK,641,Spain,Female,37,8,160241.1,2,1,0,174307.95,0
501,40185054,DEDBQ,633,France,Female,89,5,203834.12,1,1,0,167103.84,0
502,19702701,BQLTI,467,Spain,Female,77,1,188156.66,1,0,1,74865.58,0
503,88262145,XBKLL,698,Spain,Female,90,0,204259.94,2,1,1,40885.91,0
504,43127676,NQHCW,524,Germany,Female,38,0,166464.14,3,0,1,100283.65,0
505,12976242,RMCBL,425,Spain,Male,78,0,183836.33,3,1,1,59369.8,0
506,47317456,HHNSS,450,France,Male,43,3,67944.69,3,0,0,19914.49,1
507,37812615,MNAPW,763,Spain,Male,71,3,248252.01,1,0,1,63099.3,0
508,54653148,INJMC,500,Spain,Female,59,8,45791.41,1,0,1,99134.38,0
509,14833177,TTNEK,749,Spain,Female,28,0,53623.47,3,1,0,31419.75,0
510,18454561,BRZDE,619,Germany,Male,54,2,72230.46,2,1,0,189423.41,0
511,55932658,OUXFT,807,Spain,Male,28,2,243833.11,2,0,1,134659.22,0
512,12597480,VNKWV,420,Spain,Female,44,7,247072.15,2,1,0,35904.74,0
513,33151417,HBZIG,842,Germany,Female,51,1,198723.44,1,0,1,164292.2,0
514,49673332,DXGGK,529,Germany,Female,55,5,157264.4,1,1,1,186336.78,0
515,29699313,ZTJGS,473,Germany,Male,78,3,130015.64,3,0,0,59928.97,1
516,26934380,DFRSA,730,Germany,Female,70,9,242655.21,2,0,0,37218.02,0
517,20617244,EFWJW,642,France,Female,82,5,173905.7,1,0,0,71270.35,0
518,44086263,UKZCK,634,France,Female,20,4,236182.53,1,0,0,168127.27,0
519,80098339,OAHPV,544,Spain,Male,84,8,79137.7,3,0,1,43267.84,0
520,60234072,DGTTG,748,France,Female,45,8,83443.7,2,1,1,158075.85,0
521,13369720,QKMFB,577,Spain,Male,31,0,213681.15,1,1,0,146090.02,0
522,81819939,HTIZV,780,France,Female,69,2,37463.73,1,1,1,133759.67,1
523,83963364,EAIRV,779,Germany,Female,47,0,236481.97,1,1,0,92330.32,0
524,12640328,VVEGN,785,Germany,Male,75,5,126868.59,1,0,1,79686.35,1
525,35856919,YUTTK,624,France,Female,71,2,231603.47,2,0,1,26199.02,0
526,67658082,OMWPI,810,France,Male,86,0,84198.2,3,0,1,77897.6,0
527,65395426,SICKK,455,Spain,Female,32,5,178989.73,2,1,1,124349.94,0
528,37348975,NRSMW,370,Spain,Male,55,4,120718.78,3,0,1,180659.75,0
529,21552291,LTAXN,413,Spain,Female,31,7,156700.91,1,1,1,168293.66,0
530,10070640,ANGFP,514,Germany,Male,74,1,126093.12,2,1,0,16120.99,0
531,87498463,JUGXA,376,Germany,Male,76,7,241778.9,3,1,0,36383.95,1
532,72976036,KBNWE,660,Germany,Female,25,4,173026.35,3,0,0,171212.72,0
533,95241611,PFOGD,849,Germany,Male,89,7,62829.74,1,1,1,188470.49,0
534,13741196,OBXBP,634,Spain,Female,36,9,227419.23,3,1,0,20603.68,1
535,29511512,CBYWD,497,Germany,Male,49,3,73507.43,3,1,1,143237.89,0
536,93692386,PQHQP,630,Germany,Female,46,3,92901.27,3,1,1,79489.29,0
537,50260456,CCEHT,675,Germany,Female,58,9,25530.92,1,1,1,79215.15,0
538,21720477,VWOSF,668,Germany,Female,62,3,224991.63,2,0,0,132107.15,0
539,23217648,QLYPH,513,France,Female,30,5,71528.01,1,1,1,163941.06,0
540,32558781,XPQLY,735,Spain,Male,44,3,64729.4,3,1,1,62219.13,0
541,69946863,EZUMD,755,Spain,Female,36,8,230065.65,3,1,0,144017.33,0
542,72784216,VMCYV,573,Germany,Female,43,8,201381.72,2,0,0,130816.5,0
543,42425301,XXTSM,621,France,Female,70,2,35269.73,3,1,0,108290.93,0
544,80373772,PFXWY,495,Spain,Female,68,6,192331.13,2,0,1,124460.89,0
545,98146618,BUUOW,802,Spain,Female,54,4,228258.27,3,1,1,13430.14,0
546,36778642,NSUGZ,787,Germany,Male,26,8,19627.8,3,0,0,10772.53,1
547,70995760,DZXEX,705,Germany,Female,69,1,206303.75,1,0,1,114583.33,1
548,56547339,PUBSE,379,Spain,Male,71,2,136855.01,1,0,1,109580.61,1
549,24573458,PHAYN,394,Spain,Male,20,9,167299.36,2,1,1,23553.69,0
550,57911176,ZKHKH,624,France,Female,86,4,123213.58,1,1,0,103485.0,0
551,39264326,QYWSP,820,Spain,Female,25,4,174450.77,2,1,1,153930.47,0
552,92896667,EJQJV,383,Spain,Male,31,9,8524.47,1,1,0,112828.46,0
553,63953229,OILNJ,490,Germany,Male,20,6,190676.68,2,0,0,108346.72,0
554,98132318,ZQCQF,776,Spain,Male,41,7,8335.92,3,1,0,146402.61,0
555,66294783,BAECV,667,Germany,Female,30,7,113824.96,2,1,1,42650.4,0
556,69145779,CPTMW,723,Spain,Male,60,0,37741.25,1,0,1,96921.3,0
557,56977874,KGYRE,570,Spain,Male,46,0,205893.57,2,0,1,38129.1,0
558,39365614,QFKHG,705,Spain,Female,89,2,78415.23,1,0,0,109529.66,0
559,99268367,MNZKV,371,France,Male,68,0,113523.39,3,0,0,122468.87,0
560,57010676,AHJFS,529,Germany,Female,59,0,107187.69,1,1,1,33117.93,0
561,61371106,HRXWA,785,France,Male,48,9,193125.49,3,1,1,24347.89,1
562,47327243,FWIBC,716,Spain,Female,80,7,120286.09,3,0,0,41679.39,0
563,79426200,BDUIB,769,France,Male,43,0,197239.58,1,0,1,121404.15,1
564,79872506,EKVVC,678,Germany,Female,35,8,18377.07,3,1,0,46027.64,0
565,20198499,XXZTO,580,Spain,Female,74,1,47898.49,1,0,0,62296.23,0
566,47342772,RCTKB,848,France,Male,24,8,137883.56,2,0,0,143483.73,1
567,54362902,ODGUX,752,France,Female,65,6,236772.08,3,0,0,57185.52,1
568,10197775,GKCKC,387,Germany,Male,77,8,18689.46,2,1,1,85530.13,0
569,45940920,NCVSZ,419,France,Female,50,2,10771.05,2,1,0,186480.62,0
570,94673574,BHAMM,465,Germany,Female,20,0,39137.67,1,1,0,166749.36,0
571,33614649,BANQM,588,Spain,Female,21,0,160288.28,1,0,1,58539.73,0
572,88507230,KVFBQ,684,Spain,Female,21,9,99748.23,3,1,0,123539.4,0
573,27310852,ZRMXI,790,France,Female,59,5,206388.09,1,0,0,136502.84,0
574,88535842,HSIUN,497,Spain,Female,26,6,17983.29,2,1,0,181045.89,0
575,64564054,JJFUZ,358,Spain,Female,68,8,49103.52,2,0,0,114018.79,0
576,72989020,CXUTF,637,France,Male,34,5,75006.6,2,0,1,116644.51,0
577,40773482,UBYWV,737,Spain,Male,34,4,156682.52,3,1,1,178804.97,0
578,88733130,CEDTA,399,France,Female,37,1,171293.17,1,1,1,20332.53,0
579,87273675,UIFMX,687,Germany,Female,31,1,31050.82,2,0,1,129346.85,0
580,12276360,DFMKM,354,Germany,Female,39,7,235951.18,3,0,0,89163.35,0
581,59437769,NDOWR,753,Germany,Male,69,0,85261.03,1,0,0,182855.04,1
582,41665404,GEFDQ,692,France,Female,44,7,178292.19,1,0,1,192502.65,0
583,95218477,WRBHK,475,France,Male,60,9,131051.93,2,0,0,42346.98,0
584,67849484,HHAWB,424,Spain,Female,20,6,55689.53,3,1,1,63479.01,0
585,26434343,BINPC,514,Spain,Female,25,6,211557.08,2,0,0,61957.0,0
586,54079273,GMCGB,627,Spain,Female,27,4,204559.51,2,1,1,29119.25,1
587,50201137,SUYRA,791,Spain,Female,46,2,99017.96,3,1,1,101759.34,0
588,82571674,RZJID,673,Spain,Female,57,6,147151.9,2,1,1,107485.47,1
589,90497273,IGHVL,826,France,Male,82,6,64456.42,3,1,1,118865.87,1
590,90954884,ZLFMG,649,France,Female,38,6,172462.91,3,0,0,135962.09,0
591,67235484,XKQXM,639,Germany,Male,41,1,77256.7,2,1,0,21954.32,1
592,72182821,NOGTN,426,Germany,Male,90,2,211019.68,2,1,0,128271.87,0
593,86835154,RADOS,647,Germany,Female,77,2,54346.28,1,1,1,183623.76,0
594,90768647,TCYFP,486,Germany,Female,43,3,3700.86,1,0,1,96448.29,0
595,93273068,ZGSGV,455,France,Female,26,8,67127.01,3,1,0,30275.36,0
596,33020885,CKKZJ,444,France,Male,37,9,47763.12,3,1,0,26329.37,1
597,11286643,HRYQQ,484,France,Male,73,0,127071.61,3,1,0,63532.93,0
598,87031056,VNFSV,417,Spain,Male,53,6,50925.82,1,0,0,152979.68,0
599,51869822,YMWPR,496,Spain,Female,53,6,190797.47,2,0,1,59589.93,0
600,16200646,JUOPT,839,Germany,Male,90,3,60342.66,2,0,1,164722.87,0
601,84092760,LKFZT,827,Spain,Male,39,0,176742.04,1,1,0,165735.24,0
602,24509187,LCUOW,508,France,Male,18,2,144617.73,2,0,0,96851.25,0
603,37780899,TYVNY,733,Germany,Female,86,4,246562.46,2,0,0,67149.88,0
604,15409861,DDWUZ,512,Germany,Male,90,1,249975.24,2,0,1,123556.76,1
605,98825083,BKOIJ,790,Spain,Male,54,6,217381.52,1,1,0,164000.73,0
606,65478034,FHEZY,690,Germany,Female,89,9,189995.84,3,0,1,22268.45,0
607,22831595,XGIWX,538,Spain,Female,30,9,96614.1,2,1,1,191150.47,0
608,85524262,VIONA,764,Spain,Female,60,6,188319.18,2,1,0,132721.05,0
609,87189210,BLFAQ,688,Germany,Male,54,9,239168.88,3,1,0,85648.07,0
610,10448345,MCLXV,444,Spain,Male,91,4,5844.39,2,1,0,106143.65,0
611,86246546,OOYKH,530,Spain,Male,42,9,134478.68,2,0,1,83262.57,0
612,84936358,DQXBV,637,Spain,Female,38,5,54499.58,3,0,0,88396.1,0
613,25814828,PRBII,671,Spain,Male,58,0,139469.08,1,1,0,123167.16,0
614,58763532,FIXAY,536,Germany,Female,90,3,116611.77,1,1,1,21445.69,1
615,48538877,IZWNU,721,France,Female,59,3,143942.15,2,1,1,43321.65,0
616,83851335,RDAKH,487,France,Male,59,7,137740.56,2,1,1,53137.52,0
617,54196734,XFIFI,479,Spain,Male,19,1,240026.76,3,0,0,87427.71,0
618,99630668,AAATP,543,Spain,Male,85,0,138046.53,3,0,1,80500.93,0
619,90558427,HDLRB,665,Spain,Female,25,6,211558.02,2,1,1,147218.87,0
620,48503931,NNYHN,821,France,Female,78,5,79955.07,2,0,1,59244.08,1
621,29164528,GEJAU,622,Spain,Male,31,4,109525.17,1,0,1,20843.71,0
622,97580056,KUQIC,701,Germany,Female,38,7,117603.37,1,0,1,20534.03,0
623,30812709,FLEYK,493,Germany,Male,41,1,69682.01,1,0,0,12149.49,1
624,99589817,CPJSZ,365,Germany,Male,67,1,94947.57,1,1,1,17224.94,0
625,62203051,PJUVH,651,France,Male,62,8,149628.27,3,0,1,173145.53,1
626,49301804,AHEZB,772,Spain,Female,81,0,145046.94,1,1,1,142476.15,0
627,14848287,YVIDP,594,Spain,Female,81,5,159108.84,1,0,0,199226.92,1
628,61152700,JEAWH,764,Spain,Male,43,2,87954.48,2,0,0,13859.42,1
629,53750190,YJQQW,456,France,Male,49,4,78957.87,1,1,1,171310.29,0
630,79334164,KXKXD,437,France,Female,74,7,152904.47,2,0,1,142250.7,0
631,62187215,MQZEN,478,France,Male,70,6,33215.44,2,1,1,131665.06,1
632,88998740,FUVRW,744,France,Female,50,3,63257.89,1,0,1,77741.1,1
633,65257851,CDBAS,724,Germany,Male,69,7,10531.93,1,1,0,81578.21,0
634,58518372,SPHRS,690,France,Female,35,9,18152.71,2,0,0,170656.63,0
635,22842659,LIBYS,353,France,Male,52,1,60845.82,3,1,0,145561.94,1
636,43978002,TAYOJ,676,France,Female,29,6,4882.32,2,0,1,137360.15,0
637,12373139,EGNXT,759,Spain,Male,68,4,61352.65,3,1,1,15823.37,0
638,65553464,DUWMN,716,Spain,Female,27,5,163744.08,3,0,0,45020.73,1
639,52801198,TNQJI,655,Spain,Female,69,2,15276.77,1,1,0,192898.65,0
640,28892008,MZLQI,745,Germany,Female,51,9,109184.17,1,1,1,96330.54,1
641,45427853,DUMTK,444,Germany,Female,84,6,228277.2,1,0,0,158464.71,0
642,66882318,HWEFZ,558,France,Male,56,6,197821.21,1,1,0,83971.79,1
643,83190814,FYOQK,574,Spain,Female,25,1,76359.38,2,1,0,155221.35,0
644,20986868,WHHEX,808,Germany,Female,46,0,231201.37,3,0,0,32650.39,1
645,50480309,BYJST,697,Spain,Male,39,9,82411.62,2,0,0,18004.32,0
646,49521538,XLXPE,829,Germany,Female,87,1,18128.87,3,0,1,98573.55,0
647,88815702,WNDVM,670,Germany,Male,78,7,248513.99,2,1,1,122412.78,0
648,70972984,UUMKU,396,France,Female,60,9,217505.63,3,1,1,71503.36,0
649,48673354,CBYAM,825,France,Female,66,2,116483.2,1,0,1,146040.88,0
650,65454431,AEABP,530,Germany,Female,46,3,166594.13,3,1,0,104205.73,1
651,75557447,LOWAB,455,France,Female,48,7,167807.02,1,0,1,186380.2,0
652,93845477,YJORU,548,Germany,Female,70,2,48620.56,3,1,0,26148.2,1
653,87982667,JSHLE,735,Germany,Female,51,5,50012.16,2,0,0,22647.99,0
654,65860631,GXSFK,455,Spain,Male,55,1,117395.18,3,1,1,181973.15,0
655,67681017,JAWBN,629,France,Male,74,2,227893.29,2,0,1,137130.36,0
